benchmark,runtime,run_index,elapsed_time_ns,score,return_code
durbin,jsc,1,14830940,0,0
fdtd-2d,jsc,1,1144153441,0,0
floyd-warshall,jsc,1,8251103715,0,0
gemm,jsc,1,506097714,0,0
gemver,jsc,1,34610425,0,0
gesummv,jsc,1,12219333,0,0
gramschmidt,jsc,1,2203070791,0,0
heat-3d,jsc,1,2148880051,0,0
jacobi-1d,jsc,1,13793295,0,0
jacobi-2d,jsc,1,1325742906,0,0
lu,jsc,1,9231254711,0,0
ludcmp,jsc,1,9135879270,0,0
mvt,jsc,1,29981248,0,0
nussinov,jsc,1,1607243468,0,0
seidel-2d,jsc,1,9687461357,0,0
symm,jsc,1,813774295,0,0
syr2k,jsc,1,1042684717,0,0
syrk,jsc,1,401759476,0,0
trisolv,jsc,1,22169982,0,0
trmm,jsc,1,678375418,0,0
2mm,v8,1,1566503886,0,0
3mm,v8,1,227975269,0,0
adi,v8,1,6984318893,0,0
atax,v8,1,33277747,0,0
bicg,v8,1,24950859,0,0
cholesky,v8,1,9867747053,0,0
correlation,v8,1,24905868,0,0
covariance,v8,1,16909803,0,0
doitgen,v8,1,366048153,0,0
durbin,v8,1,15810656,0,0
fdtd-2d,v8,1,3179410907,0,0
floyd-warshall,v8,1,16914137715,0,0
gemm,v8,1,826371630,0,0
gemver,v8,1,37896916,0,0
gesummv,v8,1,12453810,0,0
gramschmidt,v8,1,2100336856,0,0
heat-3d,v8,1,3922072011,0,0
jacobi-1d,v8,1,12294899,0,0
jacobi-2d,v8,1,2320490643,0,0
lu,v8,1,11893868045,0,0
ludcmp,v8,1,11548507199,0,0
mvt,v8,1,31863601,0,0
nussinov,v8,1,2974076403,0,0
seidel-2d,v8,1,11502762646,0,0
symm,v8,1,1021262846,0,0
syr2k,v8,1,1442810701,0,0
syrk,v8,1,723364782,0,0
trisolv,v8,1,18575104,0,0
trmm,v8,1,737083171,0,0
2mm,wasmtime,1,935388106,0,0
3mm,wasmtime,1,143461982,0,0
adi,wasmtime,1,5529820145,0,0
atax,wasmtime,1,27745398,0,0
bicg,wasmtime,1,24353830,0,0
cholesky,wasmtime,1,8038659345,0,0
correlation,wasmtime,1,17874446,0,0
covariance,wasmtime,1,17432858,0,0
doitgen,wasmtime,1,194836943,0,0
durbin,wasmtime,1,14128593,0,0
fdtd-2d,wasmtime,1,1133839946,0,0
floyd-warshall,wasmtime,1,10134626396,0,0
gemm,wasmtime,1,515951660,0,0
gemver,wasmtime,1,30386585,0,0
gesummv,wasmtime,1,6341408,0,0
gramschmidt,wasmtime,1,2066967085,0,0
heat-3d,wasmtime,1,2253048250,0,0
jacobi-1d,wasmtime,1,12775428,0,0
jacobi-2d,wasmtime,1,1295878468,0,0
lu,wasmtime,1,9238171785,0,0
ludcmp,wasmtime,1,9237037996,0,0
mvt,wasmtime,1,29996425,0,0
nussinov,wasmtime,1,1556231162,0,0
seidel-2d,wasmtime,1,9670618808,0,0
symm,wasmtime,1,800992446,0,0
syr2k,wasmtime,1,1112193976,0,0
syrk,wasmtime,1,409548626,0,0
trisolv,wasmtime,1,19613627,0,0
trmm,wasmtime,1,657164041,0,0
2mm,wasmi,1,18368562913,0,0
3mm,wasmi,1,1628280735,0,0
adi,wasmi,1,44959511904,0,0
atax,wasmi,1,262057991,0,0
bicg,wasmi,1,229616957,0,0
cholesky,wasmi,1,121525197633,0,0
correlation,wasmi,1,191781569,0,0
covariance,wasmi,1,167731869,0,0
doitgen,wasmi,1,6222920623,0,0
durbin,wasmi,1,181798795,0,0
fdtd-2d,wasmi,1,31982673738,0,0
floyd-warshall,wasmi,1,316792661651,0,0
gemm,wasmi,1,14231658470,0,0
gemver,wasmi,1,351327432,0,0
gesummv,wasmi,1,139334916,0,0
gramschmidt,wasmi,1,16539474161,0,0
heat-3d,wasmi,1,67669962980,0,0
jacobi-1d,wasmi,1,168581692,0,0
jacobi-2d,wasmi,1,40791623593,0,0
lu,wasmi,1,143744308673,0,0
ludcmp,wasmi,1,157276999701,0,0
mvt,wasmi,1,283842772,0,0
nussinov,wasmi,1,30787224672,0,0
seidel-2d,wasmi,1,60141564893,0,0
symm,wasmi,1,12123941120,0,0
syr2k,wasmi,1,17739677105,0,0
syrk,wasmi,1,10149125850,0,0
trisolv,wasmi,1,180512031,0,0
trmm,wasmi,1,7780289359,0,0
2mm,wazero,1,1807146936,0,0
3mm,wazero,1,237075538,0,0
adi,wazero,1,6286986460,0,0
atax,wazero,1,36784917,0,0
bicg,wazero,1,34475925,0,0
cholesky,wazero,1,10446141169,0,0
correlation,wazero,1,26098039,0,0
covariance,wazero,1,22192674,0,0
doitgen,wazero,1,534531961,0,0
durbin,wazero,1,12792325,0,0
fdtd-2d,wazero,1,2819120588,0,0
floyd-warshall,wazero,1,28079742276,0,0
gemm,wazero,1,1348639104,0,0
gemver,wazero,1,47126204,0,0
gesummv,wazero,1,5188401,0,0
gramschmidt,wazero,1,2048465398,0,0
heat-3d,wazero,1,6998295517,0,0
jacobi-1d,wazero,1,9804628,0,0
jacobi-2d,wazero,1,4561418026,0,0
lu,wazero,1,12401322912,0,0
ludcmp,wazero,1,12038708238,0,0
mvt,wazero,1,41962863,0,0
nussinov,wazero,1,3235008036,0,0
seidel-2d,wazero,1,10585262847,0,0
symm,wazero,1,1138266886,0,0
syr2k,wazero,1,1486606946,0,0
syrk,wazero,1,786914607,0,0
trisolv,wazero,1,23831337,0,0
trmm,wazero,1,812113438,0,0
2mm,wizard,1,20746613249,0,0
3mm,wizard,1,3261077437,0,0
adi,wizard,1,53720507793,0,0
atax,wizard,1,169587222,0,0
bicg,wizard,1,116071392,0,0
cholesky,wizard,1,171422198021,0,0
correlation,wizard,1,90904535,0,0
covariance,wizard,1,62298392,0,0
doitgen,wizard,1,6605182622,0,0
durbin,wizard,1,64589875,0,0
fdtd-2d,wizard,1,36873905048,0,0
floyd-warshall,wizard,1,506565728946,0,0
gemm,wizard,1,20594742056,0,0
gemver,wizard,1,255997898,0,0
gesummv,wizard,1,16418557,0,0
gramschmidt,wizard,1,27606657597,0,0
heat-3d,wizard,1,51134743028,0,0
jacobi-1d,wizard,1,32089945,0,0
jacobi-2d,wizard,1,36731148017,0,0
lu,wizard,1,203262015984,0,0
ludcmp,wizard,1,195895727365,0,0
mvt,wizard,1,167739808,0,0
nussinov,wizard,1,42987398270,0,0
seidel-2d,wizard,1,60568075815,0,0
symm,wizard,1,15311382612,0,0
syr2k,wizard,1,23751318232,0,0
syrk,wizard,1,12853271098,0,0
trisolv,wizard,1,72530229,0,0
trmm,wizard,1,10149812430,0,0
2mm,spidermonkey,1,1570180143,0,0
3mm,spidermonkey,1,228543856,0,0
adi,spidermonkey,1,7191197882,0,0
atax,spidermonkey,1,28251678,0,0
bicg,spidermonkey,1,26433337,0,0
cholesky,spidermonkey,1,11264036218,0,0
correlation,spidermonkey,1,23000104,0,0
covariance,spidermonkey,1,19334149,0,0
doitgen,spidermonkey,1,359212463,0,0
durbin,spidermonkey,1,15595465,0,0
fdtd-2d,spidermonkey,1,2102149313,0,0
floyd-warshall,spidermonkey,1,27523048329,0,0
gemm,spidermonkey,1,983738368,0,0
gemver,spidermonkey,1,37589032,0,0
gesummv,spidermonkey,1,12649373,0,0
gramschmidt,spidermonkey,1,2095826782,0,0
heat-3d,spidermonkey,1,4668951721,0,0
jacobi-1d,spidermonkey,1,11806801,0,0
jacobi-2d,spidermonkey,1,2363454678,0,0
lu,spidermonkey,1,13621073944,0,0
ludcmp,spidermonkey,1,12233442337,0,0
mvt,spidermonkey,1,30372725,0,0
nussinov,spidermonkey,1,2722823194,0,0
seidel-2d,spidermonkey,1,13656518757,0,0
symm,spidermonkey,1,1136859438,0,0
syr2k,spidermonkey,1,1481714206,0,0
syrk,spidermonkey,1,742871315,0,0
trisolv,spidermonkey,1,19529264,0,0
trmm,spidermonkey,1,957383654,0,0
2mm,wasmtime-pulley64,1,36986975311,0,0
3mm,wasmtime-pulley64,1,2527862950,0,0
adi,wasmtime-pulley64,1,94754719650,0,0
atax,wasmtime-pulley64,1,286569196,0,0
bicg,wasmtime-pulley64,1,204625367,0,0
cholesky,wasmtime-pulley64,1,217781911328,0,0
correlation,wasmtime-pulley64,1,146061712,0,0
covariance,wasmtime-pulley64,1,92472990,0,0
doitgen,wasmtime-pulley64,1,11230865913,0,0
durbin,wasmtime-pulley64,1,113622541,0,0
fdtd-2d,wasmtime-pulley64,1,68906484729,0,0
floyd-warshall,wasmtime-pulley64,1,375038235830,0,0
gemm,wasmtime-pulley64,1,30868894747,0,0
gemver,wasmtime-pulley64,1,464892107,0,0
gesummv,wasmtime-pulley64,1,19439273,0,0
gramschmidt,wasmtime-pulley64,1,30976530705,0,0
heat-3d,wasmtime-pulley64,1,142648416353,0,0
jacobi-1d,wasmtime-pulley64,1,79632814,0,0
jacobi-2d,wasmtime-pulley64,1,123083189328,0,0
lu,wasmtime-pulley64,1,251110290483,0,0
ludcmp,wasmtime-pulley64,1,251315540405,0,0
mvt,wasmtime-pulley64,1,289664769,0,0
nussinov,wasmtime-pulley64,1,40988262350,0,0
seidel-2d,wasmtime-pulley64,1,131064249712,0,0
symm,wasmtime-pulley64,1,22563146057,0,0
syr2k,wasmtime-pulley64,1,30208126988,0,0
syrk,wasmtime-pulley64,1,17676639699,0,0
trisolv,wasmtime-pulley64,1,105263562,0,0
trmm,wasmtime-pulley64,1,14000421704,0,0
2mm,wasmi-eager,1,17848515664,0,0
3mm,wasmi-eager,1,1566656136,0,0
adi,wasmi-eager,1,44496522482,0,0
atax,wasmi-eager,1,265146679,0,0
bicg,wasmi-eager,1,233781929,0,0
cholesky,wasmi-eager,1,121075570222,0,0
correlation,wasmi-eager,1,199299841,0,0
covariance,wasmi-eager,1,175747028,0,0
doitgen,wasmi-eager,1,6154587203,0,0
durbin,wasmi-eager,1,182993619,0,0
fdtd-2d,wasmi-eager,1,33122646055,0,0
floyd-warshall,wasmi-eager,1,316777278556,0,0
gemm,wasmi-eager,1,14159607248,0,0
gemver,wasmi-eager,1,352957196,0,0
gesummv,wasmi-eager,1,137877366,0,0
gramschmidt,wasmi-eager,1,16531591730,0,0
heat-3d,wasmi-eager,1,68955921798,0,0
jacobi-1d,wasmi-eager,1,164155776,0,0
jacobi-2d,wasmi-eager,1,40957275067,0,0
lu,wasmi-eager,1,143393316872,0,0
ludcmp,wasmi-eager,1,140482991114,0,0
mvt,wasmi-eager,1,296453724,0,0
nussinov,wasmi-eager,1,30899207073,0,0
seidel-2d,wasmi-eager,1,61106456170,0,0
symm,wasmi-eager,1,12091218806,0,0
syr2k,wasmi-eager,1,17717481458,0,0
syrk,wasmi-eager,1,10204808738,0,0
trisolv,wasmi-eager,1,194045125,0,0
trmm,wasmi-eager,1,7726092600,0,0
2mm,wasmi-lazy-translation,1,17770860880,0,0
3mm,wasmi-lazy-translation,1,1558246976,0,0
adi,wasmi-lazy-translation,1,44553220536,0,0
atax,wasmi-lazy-translation,1,280360406,0,0
bicg,wasmi-lazy-translation,1,243825000,0,0
cholesky,wasmi-lazy-translation,1,120355028671,0,0
correlation,wasmi-lazy-translation,1,210014424,0,0
covariance,wasmi-lazy-translation,1,184030223,0,0
doitgen,wasmi-lazy-translation,1,6196296280,0,0
durbin,wasmi-lazy-translation,1,193933594,0,0
fdtd-2d,wasmi-lazy-translation,1,32040527437,0,0
floyd-warshall,wasmi-lazy-translation,1,317667785686,0,0
gemm,wasmi-lazy-translation,1,14093210121,0,0
gemver,wasmi-lazy-translation,1,374588216,0,0
gesummv,wasmi-lazy-translation,1,152701479,0,0
gramschmidt,wasmi-lazy-translation,1,16495375599,0,0
heat-3d,wasmi-lazy-translation,1,68490584371,0,0
jacobi-1d,wasmi-lazy-translation,1,174558737,0,0
jacobi-2d,wasmi-lazy-translation,1,40992350399,0,0
lu,wasmi-lazy-translation,1,143510124202,0,0
ludcmp,wasmi-lazy-translation,1,140666302345,0,0
mvt,wasmi-lazy-translation,1,297878161,0,0
nussinov,wasmi-lazy-translation,1,31697995160,0,0
seidel-2d,wasmi-lazy-translation,1,61679779268,0,0
symm,wasmi-lazy-translation,1,12647958696,0,0
syr2k,wasmi-lazy-translation,1,18100582617,0,0
syrk,wasmi-lazy-translation,1,10454318588,0,0
trisolv,wasmi-lazy-translation,1,193498662,0,0
trmm,wasmi-lazy-translation,1,7758136470,0,0
2mm,wasmi-lazy,1,18066078038,0,0
3mm,wasmi-lazy,1,1622785663,0,0
adi,wasmi-lazy,1,45496772485,0,0
atax,wasmi-lazy,1,274826208,0,0
bicg,wasmi-lazy,1,242904900,0,0
cholesky,wasmi-lazy,1,120615354000,0,0
correlation,wasmi-lazy,1,205697213,0,0
covariance,wasmi-lazy,1,182445926,0,0
doitgen,wasmi-lazy,1,6190013391,0,0
durbin,wasmi-lazy,1,194502238,0,0
fdtd-2d,wasmi-lazy,1,32232841310,0,0
floyd-warshall,wasmi-lazy,1,315510164551,0,0
gemm,wasmi-lazy,1,14138452844,0,0
gemver,wasmi-lazy,1,369607573,0,0
gesummv,wasmi-lazy,1,149992639,0,0
gramschmidt,wasmi-lazy,1,16569612570,0,0
heat-3d,wasmi-lazy,1,69146485258,0,0
jacobi-1d,wasmi-lazy,1,177617080,0,0
jacobi-2d,wasmi-lazy,1,40973172205,0,0
lu,wasmi-lazy,1,143653752843,0,0
ludcmp,wasmi-lazy,1,140146708915,0,0
mvt,wasmi-lazy,1,295926950,0,0
nussinov,wasmi-lazy,1,30967928272,0,0
seidel-2d,wasmi-lazy,1,60404666501,0,0
symm,wasmi-lazy,1,12347949957,0,0
syr2k,wasmi-lazy,1,17594129759,0,0
syrk,wasmi-lazy,1,10229471331,0,0
trisolv,wasmi-lazy,1,194577632,0,0
trmm,wasmi-lazy,1,7794575557,0,0
2mm,wazero-interpreter,1,79045827600,0,0
3mm,wazero-interpreter,1,10828809250,0,0
adi,wazero-interpreter,1,217750894832,0,0
atax,wazero-interpreter,1,604557248,0,0
bicg,wazero-interpreter,1,425254034,0,0
cholesky,wazero-interpreter,1,566382088192,0,0
correlation,wazero-interpreter,1,298350199,0,0
covariance,wazero-interpreter,1,185109790,0,0
doitgen,wazero-interpreter,1,28054547979,0,0
durbin,wazero-interpreter,1,221193360,0,0
fdtd-2d,wazero-interpreter,1,153495741398,0,0
floyd-warshall,wazero-interpreter,1,1603824173255,0,0
gemm,wazero-interpreter,1,73407203752,0,0
gemver,wazero-interpreter,1,1018786251,0,0
gesummv,wazero-interpreter,1,55980196,0,0
gramschmidt,wazero-interpreter,1,75673723308,0,0
heat-3d,wazero-interpreter,1,281500976649,0,0
jacobi-1d,wazero-interpreter,1,158141470,0,0
jacobi-2d,wazero-interpreter,1,185688806380,0,0
lu,wazero-interpreter,1,659986768755,0,0
ludcmp,wazero-interpreter,1,706051005275,0,0
mvt,wazero-interpreter,1,626325430,0,0
nussinov,wazero-interpreter,1,174966828479,0,0
seidel-2d,wazero-interpreter,1,294045891699,0,0
symm,wazero-interpreter,1,60207668678,0,0
syr2k,wazero-interpreter,1,76500978728,0,0
syrk,wazero-interpreter,1,44399216933,0,0
trisolv,wazero-interpreter,1,228811303,0,0
trmm,wazero-interpreter,1,37163059936,0,0
2mm,wasmedge,1,286479251440,0,0
3mm,wasmedge,1,52436300500,0,0
adi,wasmedge,1,785644250453,0,0
atax,wasmedge,1,2120036868,0,0
bicg,wasmedge,1,1560314741,0,0
cholesky,wasmedge,1,2056004566380,0,0
correlation,wasmedge,1,1004765263,0,0
covariance,wasmedge,1,641688947,0,0
doitgen,wasmedge,1,97801280090,0,0
durbin,wasmedge,1,826316179,0,0
fdtd-2d,wasmedge,1,556155116865,0,0
floyd-warshall,wasmedge,1,5625482564148,0,0
gemm,wasmedge,1,263369876953,0,0
gemver,wasmedge,1,3459918553,0,0
gesummv,wasmedge,1,210652637,0,0
gramschmidt,wasmedge,1,268195170064,0,0
heat-3d,wasmedge,1,1034647601582,0,0
jacobi-1d,wasmedge,1,531195621,0,0
jacobi-2d,wasmedge,1,689562426783,0,0
lu,wasmedge,1,2389480063944,0,0
ludcmp,wasmedge,1,2312691167140,0,0
mvt,wasmedge,1,2080130852,0,0
nussinov,wasmedge,1,626716005788,0,0
seidel-2d,wasmedge,1,1036859704422,0,0
symm,wasmedge,1,210519023235,0,0
syr2k,wasmedge,1,259170835125,0,0
syrk,wasmedge,1,162178784121,0,0
trisolv,wasmedge,1,825483522,0,0
trmm,wasmedge,1,131972305033,0,0
2mm,wasmedge-int,1,286112141833,0,0
3mm,wasmedge-int,1,45474516858,0,0
adi,wasmedge-int,1,786548103340,0,0
atax,wasmedge-int,1,2121260385,0,0
bicg,wasmedge-int,1,1561091188,0,0
cholesky,wasmedge-int,1,2051804108252,0,0
correlation,wasmedge-int,1,1004728539,0,0
covariance,wasmedge-int,1,629227733,0,0
doitgen,wasmedge-int,1,97416614150,0,0
durbin,wasmedge-int,1,827777179,0,0
fdtd-2d,wasmedge-int,1,553377064375,0,0
floyd-warshall,wasmedge-int,1,5625304061528,0,0
gemm,wasmedge-int,1,267581113930,0,0
gemver,wasmedge-int,1,3520296754,0,0
gesummv,wasmedge-int,1,218080591,0,0
gramschmidt,wasmedge-int,1,269135631119,0,0
heat-3d,wasmedge-int,1,1033760506126,0,0
jacobi-1d,wasmedge-int,1,535098800,0,0
jacobi-2d,wasmedge-int,1,688933344345,0,0
lu,wasmedge-int,1,2390136383455,0,0
ludcmp,wasmedge-int,1,2313936219075,0,0
mvt,wasmedge-int,1,2078523140,0,0
nussinov,wasmedge-int,1,624534592397,0,0
seidel-2d,wasmedge-int,1,1036561973778,0,0
symm,wasmedge-int,1,210247566668,0,0
syr2k,wasmedge-int,1,259173198657,0,0
syrk,wasmedge-int,1,162184995292,0,0
trisolv,wasmedge-int,1,829583323,0,0
trmm,wasmedge-int,1,131983773587,0,0
2mm,wasmedge-jit,1,4637156586,0,0
3mm,wasmedge-jit,1,3611731514,0,0
adi,wasmedge-jit,1,10078884208,0,0
atax,wasmedge-jit,1,303558860,0,0
bicg,wasmedge-jit,1,295665872,0,0
cholesky,wasmedge-jit,1,29673657554,0,0
correlation,wasmedge-jit,1,287476667,0,0
covariance,wasmedge-jit,1,277697870,0,0
doitgen,wasmedge-jit,1,1154649928,0,0
durbin,wasmedge-jit,1,242528628,0,0
fdtd-2d,wasmedge-jit,1,7698854715,0,0
floyd-warshall,wasmedge-jit,1,68364800499,0,0
gemm,wasmedge-jit,1,4444002989,0,0
gemver,wasmedge-jit,1,338113372,0,0
gesummv,wasmedge-jit,1,43445371,0,0
gramschmidt,wasmedge-jit,1,3746942275,0,0
heat-3d,wasmedge-jit,1,10495014387,0,0
jacobi-1d,wasmedge-jit,1,225795351,0,0
jacobi-2d,wasmedge-jit,1,10609294981,0,0
lu,wasmedge-jit,1,33789374232,0,0
ludcmp,wasmedge-jit,1,34055319645,0,0
mvt,wasmedge-jit,1,305964779,0,0
nussinov,wasmedge-jit,1,8391750324,0,0
seidel-2d,wasmedge-jit,1,12825156370,0,0
symm,wasmedge-jit,1,2379811180,0,0
syr2k,wasmedge-jit,1,2673498852,0,0
syrk,wasmedge-jit,1,2593722973,0,0
trisolv,wasmedge-jit,1,282736360,0,0
trmm,wasmedge-jit,1,2163945574,0,0
2mm,wizard-int,1,20726138293,0,0
3mm,wizard-int,1,3259784042,0,0
adi,wizard-int,1,53744289188,0,0
atax,wizard-int,1,169344266,0,0
bicg,wizard-int,1,117198289,0,0
cholesky,wizard-int,1,170956113088,0,0
correlation,wizard-int,1,89904916,0,0
covariance,wizard-int,1,55039285,0,0
doitgen,wizard-int,1,6588678503,0,0
durbin,wizard-int,1,64375568,0,0
fdtd-2d,wizard-int,1,36848522227,0,0
floyd-warshall,wizard-int,1,506209216269,0,0
gemm,wizard-int,1,20599973656,0,0
gemver,wizard-int,1,259374380,0,0
gesummv,wizard-int,1,16578829,0,0
gramschmidt,wizard-int,1,27583507232,0,0
heat-3d,wizard-int,1,51180050868,0,0
jacobi-1d,wizard-int,1,31505471,0,0
jacobi-2d,wizard-int,1,36568949507,0,0
lu,wizard-int,1,202125330354,0,0
ludcmp,wizard-int,1,195873430559,0,0
mvt,wizard-int,1,173206037,0,0
nussinov,wizard-int,1,43502799334,0,0
seidel-2d,wizard-int,1,60602724019,0,0
symm,wizard-int,1,15380949986,0,0
syr2k,wizard-int,1,23969986303,0,0
syrk,wizard-int,1,12961338696,0,0
trisolv,wizard-int,1,75231258,0,0
trmm,wizard-int,1,10153187458,0,0
2mm,wizard-dyn,1,1332177058,0,0
3mm,wizard-dyn,1,237629382,0,0
adi,wizard-dyn,1,6709196867,0,0
atax,wizard-dyn,1,29258699,0,0
bicg,wizard-dyn,1,30756110,0,0
cholesky,wizard-dyn,1,13791043651,0,0
correlation,wizard-dyn,1,16551097,0,0
covariance,wizard-dyn,1,14123969,0,0
doitgen,wizard-dyn,1,344270353,0,0
durbin,wizard-dyn,1,20853070,0,0
fdtd-2d,wizard-dyn,1,2577399744,0,0
floyd-warshall,wizard-dyn,1,22501436935,0,0
gemm,wizard-dyn,1,2061881727,0,0
gemver,wizard-dyn,1,41311648,0,0
gesummv,wizard-dyn,1,3947893,0,0
gramschmidt,wizard-dyn,1,2032487594,0,0
heat-3d,wizard-dyn,1,8287664836,0,0
jacobi-1d,wizard-dyn,1,4665774,0,0
jacobi-2d,wizard-dyn,1,4583019089,0,0
lu,wizard-dyn,1,15242137107,0,0
ludcmp,wizard-dyn,1,15094161769,0,0
mvt,wizard-dyn,1,30270028,0,0
nussinov,wizard-dyn,1,2406949804,0,0
seidel-2d,wizard-dyn,1,10853871999,0,0
symm,wizard-dyn,1,1073479478,0,0
syr2k,wizard-dyn,1,1158458326,0,0
syrk,wizard-dyn,1,1137907120,0,0
trisolv,wizard-dyn,1,17429624,0,0
trmm,wizard-dyn,1,580271824,0,0
2mm,wizard-lazy,1,1335187787,0,0
3mm,wizard-lazy,1,230492891,0,0
adi,wizard-lazy,1,6696989142,0,0
atax,wizard-lazy,1,30574710,0,0
bicg,wizard-lazy,1,29324498,0,0
cholesky,wizard-lazy,1,13778999105,0,0
correlation,wizard-lazy,1,17611686,0,0
covariance,wizard-lazy,1,14340763,0,0
doitgen,wizard-lazy,1,345653297,0,0
durbin,wizard-lazy,1,21634548,0,0
fdtd-2d,wizard-lazy,1,2574520090,0,0
floyd-warshall,wizard-lazy,1,22546687351,0,0
gemm,wizard-lazy,1,2063271911,0,0
gemver,wizard-lazy,1,40209909,0,0
gesummv,wizard-lazy,1,3861158,0,0
gramschmidt,wizard-lazy,1,2325722176,0,0
heat-3d,wizard-lazy,1,8238456846,0,0
jacobi-1d,wizard-lazy,1,4166232,0,0
jacobi-2d,wizard-lazy,1,4561169384,0,0
lu,wizard-lazy,1,15249198089,0,0
ludcmp,wizard-lazy,1,15087973975,0,0
mvt,wizard-lazy,1,33406292,0,0
nussinov,wizard-lazy,1,2390115872,0,0
seidel-2d,wizard-lazy,1,10854684646,0,0
symm,wizard-lazy,1,1063927046,0,0
syr2k,wizard-lazy,1,1225782134,0,0
syrk,wizard-lazy,1,1135228008,0,0
trisolv,wizard-lazy,1,17932687,0,0
trmm,wizard-lazy,1,606811836,0,0
2mm,wizard-jit,1,1334863940,0,0
3mm,wizard-jit,1,196567626,0,0
adi,wizard-jit,1,6719832412,0,0
atax,wizard-jit,1,28898362,0,0
bicg,wizard-jit,1,31182930,0,0
cholesky,wizard-jit,1,13773887278,0,0
correlation,wizard-jit,1,18209967,0,0
covariance,wizard-jit,1,14046821,0,0
doitgen,wizard-jit,1,343896377,0,0
durbin,wizard-jit,1,21564179,0,0
fdtd-2d,wizard-jit,1,2580568827,0,0
floyd-warshall,wizard-jit,1,22829342513,0,0
gemm,wizard-jit,1,2045427224,0,0
gemver,wizard-jit,1,39542715,0,0
gesummv,wizard-jit,1,4032102,0,0
gramschmidt,wizard-jit,1,2034815466,0,0
heat-3d,wizard-jit,1,8283836369,0,0
jacobi-1d,wizard-jit,1,4318092,0,0
jacobi-2d,wizard-jit,1,4577710234,0,0
lu,wizard-jit,1,15189854466,0,0
ludcmp,wizard-jit,1,15153828468,0,0
mvt,wizard-jit,1,36861196,0,0
nussinov,wizard-jit,1,2421441073,0,0
seidel-2d,wizard-jit,1,10867705233,0,0
symm,wizard-jit,1,1053922347,0,0
syr2k,wizard-jit,1,1207785899,0,0
syrk,wizard-jit,1,1138637466,0,0
trisolv,wizard-jit,1,17137743,0,0
trmm,wizard-jit,1,662193836,0,0
2mm,wizard-spc,1,1329831211,0,0
3mm,wizard-spc,1,196679106,0,0
adi,wizard-spc,1,6694847803,0,0
atax,wizard-spc,1,29996097,0,0
bicg,wizard-spc,1,29779801,0,0
cholesky,wizard-spc,1,13805605589,0,0
correlation,wizard-spc,1,17694814,0,0
covariance,wizard-spc,1,12777674,0,0
doitgen,wizard-spc,1,344590527,0,0
durbin,wizard-spc,1,26608637,0,0
fdtd-2d,wizard-spc,1,2590395554,0,0
floyd-warshall,wizard-spc,1,22824043183,0,0
gemm,wizard-spc,1,2047588198,0,0
gemver,wizard-spc,1,42655865,0,0
gesummv,wizard-spc,1,4181966,0,0
gramschmidt,wizard-spc,1,2054095521,0,0
heat-3d,wizard-spc,1,8286143066,0,0
jacobi-1d,wizard-spc,1,5298194,0,0
jacobi-2d,wizard-spc,1,4573431902,0,0
lu,wizard-spc,1,15211274142,0,0
ludcmp,wizard-spc,1,15124753544,0,0
mvt,wizard-spc,1,31490535,0,0
nussinov,wizard-spc,1,2377950142,0,0
seidel-2d,wizard-spc,1,10860888725,0,0
symm,wizard-spc,1,1055611292,0,0
syr2k,wizard-spc,1,1220284133,0,0
syrk,wizard-spc,1,1140422232,0,0
trisolv,wizard-spc,1,18387027,0,0
trmm,wizard-spc,1,587479038,0,0
